userID,birthday,gender,itemID,itemName,itemPrice,categoryID,rating,timestamp
0577980460,1988-12-17,Female,22,Lẩu nấm thập cẩm,157000,6,5,1365811200
0517030417,,Female,29,Rau thêm,10000,8,,1341100800
0265129175,2014-01-24,Female,2,Chả giò,80000,1,,1367193600
0631007419,2000-07-23,Male,2,Chả giò,80000,1,3,1374451200
0484119129,1977-05-22,Female,2,Chả giò,80000,1,1,1334707200
0893596491,2000-09-21,Male,25,Gỏi chôm chôm chua ngọt,82000,7,5,1397433600
0707469943,1989-09-04,Male,25,Gỏi chôm chôm chua ngọt,82000,7,2,1397433600
0996994536,2006-01-01,Female,25,Gỏi chôm chôm chua ngọt,82000,7,5,1395878400
0969163172,1971-01-08,Male,25,Gỏi chôm chôm chua ngọt,82000,7,5,1395532800
0605429992,1972-04-08,Female,25,Gỏi chôm chôm chua ngọt,82000,7,5,1395446400
0338171572,1980-11-05,Female,25,Gỏi chôm chôm chua ngọt,82000,7,5,1401321600
0493258017,1984-08-02,Female,13,Rong biển xào xả,53000,3,5,1405641600
0608726213,2003-02-20,Female,13,Rong biển xào xả,53000,3,1,1352073600
0313295314,2011-06-30,Female,13,Rong biển xào xả,53000,3,5,1370131200
0977237956,2014-12-02,Female,13,Rong biển xào xả,53000,3,1,1290643200
0501463320,1976-06-04,Female,13,Rong biển xào xả,53000,3,4,1280016000
0295296822,2012-03-04,Male,13,Rong biển xào xả,53000,3,3,1283990400
0258077834,2006-04-12,Male,13,Rong biển xào xả,53000,3,2,1290556800
0136179438,1992-08-22,Male,13,Rong biển xào xả,53000,3,2,1277078400
0750586048,2000-10-27,Female,13,Rong biển xào xả,53000,3,4,1294790400
0229570513,1975-10-01,Male,13,Rong biển xào xả,53000,3,5,1293235200
0883273597,1999-07-15,Male,13,Rong biển xào xả,53000,3,4,1289001600
0885623048,1981-09-12,Male,13,Rong biển xào xả,53000,3,5,1284249600
0810485424,1986-11-20,Male,13,Rong biển xào xả,53000,3,1,1307836800
0419674032,1999-06-16,Female,13,Rong biển xào xả,53000,3,4,1278547200
0394807237,1980-12-05,Male,13,Rong biển xào xả,53000,3,1,1327363200
0868259950,1985-04-18,Female,13,Rong biển xào xả,53000,3,4,1398470400
0282900333,1976-02-14,Female,13,Rong biển xào xả,53000,3,2,1293580800
0608365339,2010-07-03,Female,13,Rong biển xào xả,53000,3,1,1286582400
0295296822,2012-03-04,Male,13,Rong biển xào xả,53000,3,5,1390867200
0674101258,1987-12-03,Male,13,Rong biển xào xả,53000,3,5,1294790400
0207765802,1997-04-22,Female,13,Rong biển xào xả,53000,3,1,1299974400
0155975913,1972-09-18,Female,13,Rong biển xào xả,53000,3,1,1296691200
0517913854,2008-06-21,Female,13,Rong biển xào xả,53000,3,2,1340496000
0292650362,1989-05-28,Male,13,Rong biển xào xả,53000,3,5,1285113600
0643398781,1995-04-25,Male,13,Rong biển xào xả,53000,3,1,1317254400
0520330645,1973-04-12,Female,13,Rong biển xào xả,53000,3,1,1358035200
0965181143,2011-01-16,Female,13,Rong biển xào xả,53000,3,2,1298851200
0832666159,2005-11-29,Male,36,Sữa chua trái cây,35000,11,3,1372550400
0390195032,1991-12-08,Male,15,Chân nấm kho gừng,57000,4,5,1379376000
0611414741,1998-08-17,Male,15,Chân nấm kho gừng,57000,4,5,1348790400
0611414741,1998-08-17,Male,15,Chân nấm kho gừng,57000,4,5,1395705600
0461310443,1972-12-03,Male,18,Tôm kho tàu,120000,4,1,1405296000
0444101725,2004-06-29,Male,18,Tôm kho tàu,120000,4,5,1404172800
0930994175,2013-11-12,Male,18,Tôm kho tàu,120000,4,1,1384300800
0913043948,2005-01-11,Male,18,Tôm kho tàu,120000,4,1,1377129600
0317726098,2003-05-15,Female,18,Tôm kho tàu,120000,4,1,1374537600
0717760922,2014-04-11,Female,18,Tôm kho tàu,120000,4,1,1373932800
0585337752,1974-01-27,Male,18,Tôm kho tàu,120000,4,5,1374278400
0626920832,1979-09-25,Male,18,Tôm kho tàu,120000,4,1,1374105600
0792747189,1987-10-25,Female,11,Vịt chay xào,85000,3,1,1323216000
0894370613,2001-01-21,Male,32,Nha đam hạt chia,45000,9,3,1404432000
0458773651,1996-03-02,Male,2,Chả giò,80000,1,5,1405382400
0870730703,1972-11-18,Male,2,Chả giò,80000,1,4,1388620800
0248858731,2000-11-07,Male,2,Chả giò,80000,1,4,1300233600
0707469943,1989-09-04,Male,2,Chả giò,80000,1,5,1399420800
0383795485,2002-01-09,Male,2,Chả giò,80000,1,4,1394496000
0808632302,2010-04-07,Female,19,Canh bông hẹ đậu hũ,37000,5,5,1392422400
0167520750,1980-11-21,Female,19,Canh bông hẹ đậu hũ,37000,5,1,1397865600
0154903825,2004-07-24,Female,19,Canh bông hẹ đậu hũ,37000,5,4,1387584000
0787568782,2004-11-18,Male,19,Canh bông hẹ đậu hũ,37000,5,5,1389225600
0929439881,1994-07-29,Male,19,Canh bông hẹ đậu hũ,37000,5,4,1398297600
0686037223,1985-08-14,Female,19,Canh bông hẹ đậu hũ,37000,5,5,1388102400
0711258024,1986-09-02,Male,19,Canh bông hẹ đậu hũ,37000,5,5,1392249600
0490894749,1992-08-27,Female,19,Canh bông hẹ đậu hũ,37000,5,5,1400976000
0783559553,1978-08-25,Male,19,Canh bông hẹ đậu hũ,37000,5,5,1390003200
0868259950,1985-04-18,Female,19,Canh bông hẹ đậu hũ,37000,5,4,1396483200
0715193796,1973-11-26,Male,19,Canh bông hẹ đậu hũ,37000,5,5,1393200000
0281852300,1980-09-20,Male,19,Canh bông hẹ đậu hũ,37000,5,5,1392422400
0891078473,2013-11-26,Female,19,Canh bông hẹ đậu hũ,37000,5,5,1395964800
0991531159,1976-03-08,Male,19,Canh bông hẹ đậu hũ,37000,5,5,1402876800
0320653403,1999-12-10,Female,19,Canh bông hẹ đậu hũ,37000,5,5,1403568000
0307341689,2011-08-25,Male,25,Gỏi chôm chôm chua ngọt,82000,7,5,1359244800
0790531289,1991-11-03,Female,25,Gỏi chôm chôm chua ngọt,82000,7,5,1401235200
0717162135,1987-06-29,Male,16,Chả lụa kho tiêu,92000,4,4,1360108800
0457238109,1999-08-13,Male,30,Cam cà rốt,40000,9,5,1380672000
0457238109,1999-08-13,Male,26,Xà lách trộn,45000,7,3,1398556800
0615632276,1988-01-06,Male,26,Xà lách trộn,45000,7,5,1365379200
0253868106,2015-02-04,Male,26,Xà lách trộn,45000,7,5,1359331200
0580121827,1986-10-29,Female,26,Xà lách trộn,45000,7,5,1392854400
0632670546,1976-07-12,Female,26,Xà lách trộn,45000,7,5,1388016000
0963071338,1988-09-20,Female,26,Xà lách trộn,45000,7,5,1380672000
0179897168,1994-10-17,Female,26,Xà lách trộn,45000,7,5,1382313600
0919347820,1980-11-03,Male,26,Xà lách trộn,45000,7,5,1389139200
0238770991,1988-02-04,Male,16,Chả lụa kho tiêu,92000,4,5,1403827200
0396277028,1984-02-18,Male,10,Ngó sen xào nấm,55000,3,5,1388707200
0985273109,1979-08-18,Female,10,Ngó sen xào nấm,55000,3,5,1404691200
0284751239,2006-03-28,Female,10,Ngó sen xào nấm,55000,3,2,1398556800
0681670506,1970-01-19,Male,10,Ngó sen xào nấm,55000,3,5,1400025600
0894562020,1988-12-15,Female,10,Ngó sen xào nấm,55000,3,5,1399161600
0446271772,1980-10-29,Male,10,Ngó sen xào nấm,55000,3,1,1388707200
0512503030,2015-01-28,Male,10,Ngó sen xào nấm,55000,3,4,1399075200
0331290757,1987-03-29,Female,10,Ngó sen xào nấm,55000,3,5,1384646400
0579183422,1970-12-26,Male,10,Ngó sen xào nấm,55000,3,4,1405036800
0929439881,1994-07-29,Male,10,Ngó sen xào nấm,55000,3,5,1390176000
0465566018,2013-02-08,Female,10,Ngó sen xào nấm,55000,3,5,1393545600
0240785369,1990-07-30,Male,10,Ngó sen xào nấm,55000,3,5,1384905600
0621343968,2000-07-08,Male,10,Ngó sen xào nấm,55000,3,5,1396396800
0934065627,1970-04-21,Female,10,Ngó sen xào nấm,55000,3,5,1389657600
0942649699,1971-03-23,Male,9,Mì xào thập cẩm,47000,2,5,1361232000
0448481499,1981-03-11,Female,9,Mì xào thập cẩm,47000,2,5,1388361600
0176446268,2014-04-02,Male,9,Mì xào thập cẩm,47000,2,4,1348185600
0549103251,1977-08-01,Male,33,Coca,15000,10,4,1389484800
0283603825,1983-05-23,Female,4,Bông cải xào tỏi,70000,1,5,1390003200
0963615318,1977-07-30,Male,4,Bông cải xào tỏi,70000,1,4,1397606400
0729991011,1993-11-30,Female,4,Bông cải xào tỏi,70000,1,5,1399248000
0484538783,1977-10-11,Female,4,Bông cải xào tỏi,70000,1,5,1390176000
0562907692,1976-10-20,Male,4,Bông cải xào tỏi,70000,1,5,1403827200
0162574641,1975-12-09,Male,4,Bông cải xào tỏi,70000,1,4,1402876800
0158830252,1988-03-17,Female,4,Bông cải xào tỏi,70000,1,5,1399766400
0749499481,1999-04-26,Female,4,Bông cải xào tỏi,70000,1,5,1395964800
0683167785,1982-03-30,Female,4,Bông cải xào tỏi,70000,1,1,1390003200
0105289402,2012-05-22,Male,4,Bông cải xào tỏi,70000,1,5,1372032000
0594751589,1992-02-17,Male,4,Bông cải xào tỏi,70000,1,3,1369440000
0520330645,1973-04-12,Female,4,Bông cải xào tỏi,70000,1,5,1402790400
0979359304,2004-05-21,Female,4,Bông cải xào tỏi,70000,1,5,1383868800
0184438668,1983-01-06,Female,4,Bông cải xào tỏi,70000,1,5,1394323200
0446231538,2010-11-22,Female,4,Bông cải xào tỏi,70000,1,1,1375401600
0179897168,1994-10-17,Female,4,Bông cải xào tỏi,70000,1,3,1377907200
0697373095,2009-05-20,Female,4,Bông cải xào tỏi,70000,1,5,1389830400
0189460126,2010-07-20,Male,4,Bông cải xào tỏi,70000,1,1,1384732800
0910295160,1985-02-14,Male,4,Bông cải xào tỏi,70000,1,4,1385424000
0381125769,1975-07-03,Male,4,Bông cải xào tỏi,70000,1,5,1404864000
0989340166,2009-06-11,Female,4,Bông cải xào tỏi,70000,1,5,1395273600
0420422321,2015-11-18,Female,4,Bông cải xào tỏi,70000,1,5,1400803200
0415761857,1991-08-19,Male,4,Bông cải xào tỏi,70000,1,4,1398643200
0703603150,2000-03-15,Male,4,Bông cải xào tỏi,70000,1,5,1401840000
0705756041,2012-07-23,Female,4,Bông cải xào tỏi,70000,1,4,1399420800
0991531159,1976-03-08,Male,4,Bông cải xào tỏi,70000,1,3,1379462400
0444477755,2002-08-13,Female,4,Bông cải xào tỏi,70000,1,5,1404950400
0450144704,1974-08-29,Female,4,Bông cải xào tỏi,70000,1,5,1399248000
0663389873,2008-03-21,Male,4,Bông cải xào tỏi,70000,1,5,1368576000
0492680265,2015-02-26,Male,4,Bông cải xào tỏi,70000,1,5,1398643200
0758674182,2010-08-13,Female,4,Bông cải xào tỏi,70000,1,4,1372291200
